scrapeDatetime,url,price,addressline1,addressline2,po,mls,bedrooms,totalbedrooms,bathrooms,propertyType,BuildingType,storeys,communityName,title,landSize,Builtin,parkingType,publishTime,PriceHistory,totalFinishedArea,appliancesIncluded,foundationType,style,architectureStyle,basementType,po4,po3,CAGR
"03/26/2022, 14:00:30",https://www.realtor.ca/real-estate/24165365/2903-st-margarets-bay-road-timberlea-timberlea,329900,2903 St. Margaret s Bay Road,"Timberlea, Nova Scotia B3T1H2",B3T1H2,MLS  Number: 202204658,3,3,2,Single Family,House,2,Timberlea,Freehold,under 1/2 acre,1950,Gravel,5 days,,1424,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator, Central Vacuum","Concrete Block, Poured Concrete",Detached,,,B3T1,B3T,0
"03/26/2022, 14:00:53",https://www.realtor.ca/real-estate/24165402/1148-blue-sac-road-lower-five-islands-lower-five-islands,239900,1148 Blue Sac Road,"Lower Five Islands, Nova Scotia B0M1K0",B0M1K0,MLS  Number: 202204662,3,3,2,Single Family,House,1,Lower Five Islands,Freehold,1 - 3 acres,1975,"Garage, Carport",5 days,,2461,"Stove, Washer/Dryer Combo",Poured Concrete,Detached,,Full (Partially finished),B0M1,B0M,0
"03/26/2022, 14:01:16",https://www.realtor.ca/real-estate/24165251/135-the-point-road-blue-rocks-blue-rocks,359000,135 The Point Road,"Blue Rocks, Nova Scotia B0J2C0",B0J2C0,MLS  Number: 202204652,3,3,1,Single Family,House,2,Blue Rocks,Freehold,under 1/2 acre,1902,Gravel,5 days,,1344,"Stove, Dryer, Washer, Refrigerator",Stone,Detached,,,B0J2,B0J,0
"03/26/2022, 14:01:39",https://www.realtor.ca/real-estate/24165047/61-lucien-drive-dartmouth-dartmouth,299500,61 Lucien Drive,"Dartmouth, Nova Scotia B2W2J4",B2W2J4,MLS  Number: 202204650,3,3,2,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969,,5 days,,1600,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B2W2,B2W,0
"03/26/2022, 14:02:02",https://www.realtor.ca/real-estate/24163709/923-white-rock-road-white-rock-white-rock,999999,923 WHITE ROCK Road,"White Rock, Nova Scotia B4P2R2",B4P2R2,MLS  Number: 202204632,3,3,1,Single Family,House,1,White Rock,Freehold,10 - 49 acres,2005,Gravel,6 days,"Jun 30, 2021 Sold $500,000",1000,,Poured Concrete,Detached,"Mini, Other",None,B4P2,B4P,0.999998
"03/26/2022, 14:02:26",https://www.realtor.ca/real-estate/24163551/5909-rogers-drive-halifax-halifax,2395000,5909 Rogers Drive,"Halifax, Nova Scotia B3H1E9",B3H1E9,MLS  Number: 202204628,3,3,5,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1955,"Garage, Detached Garage, Interlocked",6 days,"Nov 30, 2006 Sold $465,000",3839,"Cooktop - Propane, Oven - Electric, Dishwasher, Refrigerator, Wine Fridge",Poured Concrete,Detached,,,B3H1,B3H,0.107875059
"03/26/2022, 14:03:34",https://www.realtor.ca/real-estate/24163234/32-hadley-crescent-spryfield-spryfield,649900,32 Hadley Crescent,"Spryfield, Nova Scotia B3N0E4",B3N0E4,MLS  Number: 202204623,4,4,4,Single Family,House,3,Spryfield,Freehold,under 1/2 acre,2021,"Garage, Attached Garage",7 days,"Nov 25, 2020 Sold $496,255",2546,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,None,B3N0,B3N,0.14438148
"03/26/2022, 14:03:57",https://www.realtor.ca/real-estate/24163093/49-braemount-drive-halifax-halifax,299900,49 Braemount Drive,"Halifax, Nova Scotia B3M3P3",B3M3P3,MLS  Number: 202204620,3,3,2,Single Family,Row / Townhouse,2,Halifax,Condominium/Strata,under 1/2 acre,1980,,7 days,,1798,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave, Refrigerator, Central Vacuum",Poured Concrete,,,,B3M3,B3M,0
"03/26/2022, 14:04:21",https://www.realtor.ca/real-estate/24163094/59-salter-road-union-centre-union-centre,759000,59 Salter Road,"Union Centre, Nova Scotia B0K2A0",B0K2A0,MLS  Number: 202204621,2,4,3,Single Family,House,1,Union Centre,Freehold,100+ acres,1988,"Garage, Attached Garage, Gravel",7 days,,2840,"Stove, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,Full (Partially finished),B0K2,B0K,0
"03/26/2022, 14:04:44",https://www.realtor.ca/real-estate/24162541/152-lambs-hill-road-parrsboro-parrsboro,240000,152 Lambs Hill Road,"Parrsboro, Nova Scotia B0M1S0",B0M1S0,MLS  Number: 202204616,4,4,1,Single Family,House,2,Parrsboro,Freehold,1/2 - 1 acre,,Gravel,7 days,,1368,,Poured Concrete,Detached,,,B0M1,B0M,0
"03/26/2022, 14:05:08",https://www.realtor.ca/real-estate/24162411/27-bailey-drive-windsor-windsor,399900,27 Bailey Drive,"Windsor, Nova Scotia B0N2T0",B0N2T0,MLS  Number: 202204614,3,3,2,Single Family,House,1,Windsor,Freehold,under 1/2 acre,,Gravel,7 days,,1560,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B0N2,B0N,0
"03/26/2022, 14:05:34",https://www.realtor.ca/real-estate/24161652/1114-starrs-point-road-port-williams-port-williams,850000,1114 Starr s Point Road,"Port Williams, Nova Scotia B0P1T0",B0P1T0,MLS  Number: 202204604,8,8,4,Single Family,House,1,Port Williams,Freehold,under 1/2 acre,2017,"Garage, Attached Garage, Gravel",7 days,,4600,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Semi-detached,Character,None,B0P1,B0P,0
"03/26/2022, 14:05:57",https://www.realtor.ca/real-estate/24162184/1652-maple-ridge-road-lower-wolfville-lower-wolfville,689900,1652 MAPLE RIDGE Road,"Lower Wolfville, Nova Scotia B4P2R1",B4P2R1,MLS  Number: 202204606,3,3,2,Single Family,House,1,Lower Wolfville,Freehold,3 - 10 acres,2008,"Garage, Attached Garage",7 days,"Jul 4, 2005 Sold $35,000",2073,Dishwasher,Concrete Slab,Detached,Character,None,B4P2,B4P,0.191680652
"03/26/2022, 14:06:21",https://www.realtor.ca/real-estate/24161419/572-pictou-road-valley-valley,237500,572 Pictou Road,"Valley, Nova Scotia B2N2V1",B2N2V1,MLS  Number: 202204602,2,2,1,Single Family,House,1,Valley,Freehold,under 1/2 acre,1972,"Garage, Detached Garage, Covered",7 days,"Jul 15, 2004 Sold $73,900",1081,"Stove, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B2N2,B2N,0.067008139
"03/26/2022, 14:07:39",https://www.realtor.ca/real-estate/24160861/1710-kingswood-lane-kingston-kingston,385000,1710 Kingswood Lane,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204581,3,4,3,Single Family,House,1,Kingston,Freehold,under 1/2 acre,,"Garage, Attached Garage",7 days,"Jul 5, 2011 Sold $190,000",2700,"Dishwasher, Dryer, Washer, Hot Tub",Poured Concrete,Detached,Character,,B0P1,B0P,0.066307506
"03/26/2022, 14:08:02",https://www.realtor.ca/real-estate/24160862/1788-meadowvale-road-harmony-harmony,349000,1788 Meadowvale Road,"Harmony, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204582,3,3,2,Single Family,House,1,Harmony,Freehold,1 - 3 acres,1996,"Garage, Attached Garage, Interlocked",7 days,"Sep 15, 2020 Sold $245,000",1838,"Oven - Electric, Dishwasher, Dryer, Washer/Dryer Combo, Refrigerator",Poured Concrete,Detached,Character,Full (Finished),B0P1,B0P,0.193519919
"03/26/2022, 14:08:25",https://www.realtor.ca/real-estate/24160044/116-7-jamieson-street-dartmouth-dartmouth,224900,116 7 Jamieson Street,"Dartmouth, Nova Scotia B3A4L2",B3A4L2,MLS  Number: 202204570,2,2,1,Single Family,Apartment,1,Dartmouth,Condominium/Strata,,1976,Parking Space(s),7 days,,748,"Range - Electric, Fridge/Stove Combo",,,,None,B3A4,B3A,0
"03/26/2022, 14:08:48",https://www.realtor.ca/real-estate/24160395/115-river-street-stellarton-stellarton,194900,115 River Street,"Stellarton, Nova Scotia B0K1S0",B0K1S0,MLS  Number: 202204579,3,3,2,Single Family,House,2,Stellarton,Freehold,under 1/2 acre,,"Garage, Detached Garage",7 days,,1522,,"Concrete Block, Poured Concrete",Detached,,Full,B0K1,B0K,0
"03/26/2022, 14:09:11",https://www.realtor.ca/real-estate/24159758/14-barclay-avenue-halifax-halifax,429900,14 Barclay Avenue,"Halifax, Nova Scotia B3R1B2",B3R1B2,MLS  Number: 202204562,4,6,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2005,Parking Space(s),7 days,,2250,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,,,B3R1,B3R,0
"03/26/2022, 14:09:34",https://www.realtor.ca/real-estate/24159919/17-aldergrove-drive-halifax-halifax,299900,17 Aldergrove Drive,"Halifax, Nova Scotia B3R1M6",B3R1M6,MLS  Number: 202204564,2,2,1,Single Family,House,1,Halifax,Freehold,under 1/2 acre,1969,Gravel,7 days,,790,"Stove, Dryer, Washer, Refrigerator",Concrete Block,Detached,Character,Crawl space,B3R1,B3R,0
"03/26/2022, 14:09:57",https://www.realtor.ca/real-estate/24159756/6672-highway-1-coldbrook-coldbrook,750000,6672 Highway 1,"Coldbrook, Nova Scotia B4R1B7",B4R1B7,MLS  Number: 202204557,3,3,3,Single Family,House,1,Coldbrook,Freehold,1/2 - 1 acre,2021,"Garage, Attached Garage, Detached Garage, Gravel, Parking Space(s)",7 days,,1704,Dishwasher,Concrete Slab,Detached,Character,None,B4R1,B4R,0
"03/26/2022, 14:10:20",https://www.realtor.ca/real-estate/24159920/32-perry-crescent-stewiacke-stewiacke,459900,32 Perry Crescent,"Stewiacke, Nova Scotia B0N2L0",B0N2L0,MLS  Number: 202204567,3,3,2,Single Family,House,1,Stewiacke,Freehold,under 1/2 acre,,"Garage, Attached Garage, Gravel",7 days,,1330,,Poured Concrete,Detached,Character,None,B0N2,B0N,0
"03/26/2022, 14:10:55",https://www.realtor.ca/real-estate/24159757/10-george-street-lower-sackville-lower-sackville,329900,10 George Street,"Lower Sackville, Nova Scotia B4C2M5",B4C2M5,MLS  Number: 202204560,2,2,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1970,,7 days,,1920,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,Full,B4C2,B4C,0
"03/26/2022, 14:11:18",https://www.realtor.ca/real-estate/24159918/672-tupper-lake-road-tupper-lake-tupper-lake,400000,672 Tupper Lake Road,"Tupper Lake, Nova Scotia B0P1G0",B0P1G0,MLS  Number: 202204563,1,3,1,Single Family,House,1,Tupper Lake,Freehold,1 - 3 acres,2013,"Garage, Detached Garage, Gravel",7 days,"Nov 4, 2016 Sold $180,000",1728,Dishwasher,Poured Concrete,Detached,Character,Full (Finished),B0P1,B0P,0.142346655
"03/26/2022, 14:11:41",https://www.realtor.ca/real-estate/24159623/52-franklin-drive-truro-heights-truro-heights,274500,52 Franklin Drive,"Truro Heights, Nova Scotia B6L1G1",B6L1G1,MLS  Number: 202204552,2,2,1,Single Family,House,1,Truro Heights,Freehold,1/2 - 1 acre,1992,"Garage, Detached Garage, Gravel",8 days,"Apr 1, 2021 Sold $237,000",1587,"Stove, Dishwasher, Refrigerator",Poured Concrete,Detached,Character,Full (Partially finished),B6L1,B6L,0.158227848
"03/26/2022, 14:12:05",https://www.realtor.ca/real-estate/24159013/1023-cobequid-road-windsor-junction-windsor-junction,549000,1023 Cobequid Road,"Windsor Junction, Nova Scotia B2T1K1",B2T1K1,MLS  Number: 202204542,3,3,3,Single Family,House,1,Windsor Junction,Freehold,1/2 - 1 acre,1988,Garage,8 days,,2160,"Range - Electric, Dryer, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,Character,Unknown,B2T1,B2T,0
"03/26/2022, 14:12:29",https://www.realtor.ca/real-estate/24159253/2388-natura-drive-lucasville-lucasville,749000,2388 Natura Drive,"Lucasville, Nova Scotia B4B0X3",B4B0X3,MLS  Number: 202204544,4,4,3,Single Family,House,2,Lucasville,Freehold,1 - 3 acres,2017,"Garage, Attached Garage",8 days,"Jul 28, 2017 Sold $79,000",2534,"Stove, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator, Water softener, Hot Tub",Concrete Slab,Detached,,None,B4B0,B4B,0.568089856
"03/26/2022, 14:12:56",https://www.realtor.ca/real-estate/24159255/67a-hillside-avenue-lower-sackville-lower-sackville,389000,67A Hillside Avenue,"Lower Sackville, Nova Scotia B4C1W6",B4C1W6,MLS  Number: 202204548,3,3,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1986,"Garage, Attached Garage",8 days,"Mar 4, 2016 Sold $185,000",1721,"Barbeque, Stove, Dishwasher, Dryer, Washer, Freezer, Microwave, Refrigerator",Poured Concrete,Detached,,,B4C1,B4C,0.131869382
"03/26/2022, 14:13:21",https://www.realtor.ca/real-estate/24159012/11-overdale-lane-dartmouth-dartmouth,599900,11 Overdale Lane,"Dartmouth, Nova Scotia B3A3V2",B3A3V2,MLS  Number: 202204541,3,5,3,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1969,,8 days,"Jul 11, 2013 Sold $344,000",2596,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,2 Level,Full (Finished),B3A3,B3A,0.063740274
"03/26/2022, 14:13:46",https://www.realtor.ca/real-estate/24158703/153-peachtree-hill-dartmouth-dartmouth,599900,153 Peachtree Hill,"Dartmouth, Nova Scotia B2W0H9",B2W0H9,MLS  Number: 202204534,3,4,4,Single Family,House,2,Dartmouth,Freehold,under 1/2 acre,2011,Garage,8 days,"Dec 5, 2011 Sold $409,900",2824,"Gas stove(s), Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,,,B2W0,B2W,0.035229048
"03/26/2022, 14:14:30",https://www.realtor.ca/real-estate/24158860/7189-highway-207-west-chezzetcook-west-chezzetcook,139900,7189 Highway 207,"West Chezzetcook, Nova Scotia B0J2L0",B0J2L0,MLS  Number: 202204539,2,2,0,Single Family,House,2,West Chezzetcook,Freehold,1/2 - 1 acre,,"Garage, Detached Garage",8 days,,753,"Refrigerator, None","Concrete Block, Poured Concrete, Stone",Detached,,Crawl space,B0J2,B0J,0
"03/26/2022, 14:14:53",https://www.realtor.ca/real-estate/24158705/53-titanium-crescent-halifax-halifax,575000,53 Titanium Crescent,"Halifax, Nova Scotia B3P0J3",B3P0J3,MLS  Number: 202204538,3,3,4,Single Family,House,2,Halifax,Freehold,under 1/2 acre,2020,Garage,8 days,,1950,"Stove, Dishwasher, Dryer, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,Detached,,Full (Finished),B3P0,B3P,0
"03/26/2022, 14:15:19",https://www.realtor.ca/real-estate/24158704/6530-highway-1-coldbrook-coldbrook,950000,6530 Highway 1,"Coldbrook, Nova Scotia B4R1B5",B4R1B5,MLS  Number: 202204536,4,4,5,Single Family,House,2,Coldbrook,Freehold,1/2 - 1 acre,,"Garage, Attached Garage, Parking Space(s)",8 days,"Mar 8, 2018 Sold $64,000",3850,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator",Concrete Slab,Detached,Contemporary,Unknown,B4R1,B4R,0.962844556
"03/26/2022, 14:15:43",https://www.realtor.ca/real-estate/24158861/123-blainedale-drive-salmon-river-salmon-river,239900,123 Blainedale Drive,"Salmon River, Nova Scotia B2N6M4",B2N6M4,MLS  Number: 202204540,3,3,1,Single Family,House,1,Salmon River,Freehold,under 1/2 acre,1995,,8 days,,1176,"Stove, Refrigerator, Gas stove(s)",Poured Concrete,Detached,Character,Full (Partially finished),B2N6,B2N,0
"03/26/2022, 14:16:07",https://www.realtor.ca/real-estate/24158594/835-old-french-road-kingston-kingston,289900,835 Old French Road,"Kingston, Nova Scotia B0P1R0",B0P1R0,MLS  Number: 202204523,3,4,2,Single Family,House,2,Kingston,Freehold,under 1/2 acre,,,8 days,"Jun 30, 2014 Sold $154,000 (CAD)",1525,"Range - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum",Poured Concrete,Detached,4 Level,"Full (Unfinished), Full (Partially finished)",B0P1,B0P,0.082283249
"03/26/2022, 14:16:30",https://www.realtor.ca/real-estate/24158598/581-lake-road-noel-noel,229900,581 Lake Road,"Noel, Nova Scotia B0N2C0",B0N2C0,MLS  Number: 202204531,3,3,2,Single Family,House,3,Noel,Freehold,1 - 3 acres,,,8 days,,2018,"Range - Electric, Refrigerator",Stone,Detached,,Full (Unfinished),B0N2,B0N,0
"03/26/2022, 14:16:53",https://www.realtor.ca/real-estate/24158534/68-foxberry-hill-road-glen-haven-glen-haven,2099000,68 Foxberry Hill Road,"Glen Haven, Nova Scotia B3Z2W1",B3Z2W1,MLS  Number: 202204522,3,4,4,Single Family,House,2,Glen Haven,Freehold,1 - 3 acres,,"Garage, Attached Garage",8 days,"Nov 30, 2017 Sold $240,000",3645,,Poured Concrete,Detached,,Full (Finished),B3Z2,B3Z,0.542979796
"03/26/2022, 14:17:17",https://www.realtor.ca/real-estate/24158596/6317-york-street-halifax-halifax,829900,6317 York Street,"Halifax, Nova Scotia B3H2K6",B3H2K6,MLS  Number: 202204525,3,3,3,Single Family,House,2,Halifax,Freehold,under 1/2 acre,1917,,8 days,"Jun 28, 2018 Sold $643,500",1730,"Stove, Gas stove(s), Dryer, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B3H2,B3H,0.065661567
"03/26/2022, 14:18:10",https://www.realtor.ca/real-estate/24158419/15-stratmore-avenue-middle-sackville-middle-sackville,399900,15 Stratmore Avenue,"Middle Sackville, Nova Scotia B4E3A9",B4E3A9,MLS  Number: 202204512,2,2,2,Single Family,House,1,Middle Sackville,Freehold,under 1/2 acre,2021,"Garage, Detached Garage, Gravel",8 days,"May 19, 2021 Sold $93,500",1340,Dishwasher,"Poured Concrete, Concrete Slab",Detached,Character,None,B4E3,B4E,3.277005348
"03/26/2022, 14:18:35",https://www.realtor.ca/real-estate/24158463/224-high-street-bedford-bedford,379900,224 High Street,"Bedford, Nova Scotia B4A1M6",B4A1M6,MLS  Number: 202204513,3,3,2,Single Family,House,1,Bedford,Freehold,under 1/2 acre,1955,Gravel,8 days,"Oct 16, 2017 Sold $214,000",1403,,Poured Concrete,Detached,2 Level,,B4A1,B4A,0.121633841
"03/26/2022, 14:19:00",https://www.realtor.ca/real-estate/24158464/16-mayfair-avenue-lower-sackville-lower-sackville,329900,16 Mayfair Avenue,"Lower Sackville, Nova Scotia B4C1H8",B4C1H8,MLS  Number: 202204514,2,4,2,Single Family,House,1,Lower Sackville,Freehold,under 1/2 acre,1984,"Garage, Detached Garage",8 days,,2025,"Range, Dishwasher, Dryer, Washer, Refrigerator",Concrete Block,Detached,,,B4C1,B4C,0
"03/26/2022, 14:19:24",https://www.realtor.ca/real-estate/24158006/367-payzant-bog-road-falmouth-falmouth,574900,367 Payzant Bog Road,"Falmouth, Nova Scotia B0P1L0",B0P1L0,MLS  Number: 202204506,4,4,2,Single Family,House,1,Falmouth,Freehold,3 - 10 acres,1997,"Garage, Detached Garage, Gravel",8 days,,2310,"Stove, Dishwasher, Refrigerator","Poured Concrete, Concrete Slab",Detached,Character,None,B0P1,B0P,0
"03/26/2022, 14:22:20",https://www.realtor.ca/real-estate/24158035/157-hermans-island-road-martins-brook-martins-brook,949000,157 Hermans Island Road,"Martins Brook, Nova Scotia B0J2C0",B0J2C0,MLS  Number: 202204507,3,3,2,Single Family,House,2,Martins Brook,Freehold,1 - 3 acres,1872,"Garage, Detached Garage",8 days,,1580,Gas stove(s),Stone,Detached,,Full (Unfinished),B0J2,B0J,0
"03/26/2022, 14:22:45",https://www.realtor.ca/real-estate/24158005/47-joffre-street-dartmouth-dartmouth,449900,47 Joffre Street,"Dartmouth, Nova Scotia B2Y3C7",B2Y3C7,MLS  Number: 202204504,3,3,4,Single Family,Row / Townhouse,2,Dartmouth,Freehold,under 1/2 acre,2008,,8 days,,2178,"Range - Electric, Dishwasher, Dryer - Electric, Washer, Microwave Range Hood Combo, Refrigerator",Poured Concrete,,,,B2Y3,B2Y,0
"03/26/2022, 14:23:08",https://www.realtor.ca/real-estate/24157808/784-st-marys-road-chaplin-chaplin,99900,784 St Marys Road,"Chaplin, Nova Scotia B0N2M0",B0N2M0,MLS  Number: 202204500,2,2,1,Single Family,House,1,Chaplin,Freehold,3 - 10 acres,,Gravel,8 days,,840,"Stove, Dryer, Washer, Refrigerator",,Detached,,"Crawl space, None",B0N2,B0N,0
"03/26/2022, 14:23:32",https://www.realtor.ca/real-estate/24157084/819-1048-wellington-street-halifax-halifax,499900,819 1048 Wellington Street,"Halifax, Nova Scotia B3H0C2",B3H0C2,MLS  Number: 202204497,1,1,1,Single Family,Apartment,1,Halifax,Condominium/Strata,,2018,None,8 days,,625,,Poured Concrete,,,None,B3H0,B3H,0
"03/26/2022, 14:23:56",https://www.realtor.ca/real-estate/24156692/1-belvedere-drive-dartmouth-dartmouth,400000,1 Belvedere Drive,"Dartmouth, Nova Scotia B2X2M8",B2X2M8,MLS  Number: 202204496,3,4,1,Single Family,House,1,Dartmouth,Freehold,under 1/2 acre,1956,,8 days,,2275,"Stove, Dishwasher, Dryer, Washer, Refrigerator",Poured Concrete,Detached,Character,,B2X2,B2X,0
"03/26/2022, 14:24:20",https://www.realtor.ca/real-estate/24156588/220-dill-road-currys-corner-currys-corner,699900,220 Dill Road,"Currys Corner, Nova Scotia B0N2T0",B0N2T0,MLS  Number: 202204493,4,4,4,Single Family,House,2,Currys Corner,Freehold,Unknown,,"Garage, Attached Garage",8 days,"Jun 1, 2015 Sold $326,000",3395,"Oven - Electric, Dishwasher, Dryer, Washer, Refrigerator, Central Vacuum, Hot Tub",Poured Concrete,Detached,,,B0N2,B0N,0.115328058
"03/26/2022, 14:24:43",https://www.realtor.ca/real-estate/24156084/5153-greenwood-avenue-timberlea-timberlea,439900,51/53 Greenwood Avenue,"Timberlea, Nova Scotia B3T1E8",B3T1E8,MLS  Number: 202204492,3,5,2,Single Family,House,1,Timberlea,Freehold,under 1/2 acre,1964,"Garage, Detached Garage",8 days,"Nov 19, 2015 Sold $200,000",1924,,Poured Concrete,Detached,Character,Full (Finished),B3T1,B3T,0.119188976
"03/26/2022, 14:25:07",https://www.realtor.ca/real-estate/24155609/140-leslie-road-lawrencetown-lawrencetown,929000,140 Leslie Road,"Lawrencetown, Nova Scotia B2Z1P8",B2Z1P8,MLS  Number: 202204487,3,4,4,Single Family,House,2,Lawrencetown,Freehold,1/2 - 1 acre,2005,Gravel,8 days,,2727,"Oven, Dishwasher, Dryer, Washer, Microwave, Refrigerator, Hot Tub","Poured Concrete, Concrete Slab",Detached,,,B2Z1,B2Z,0
"03/26/2022, 14:25:46",https://www.realtor.ca/real-estate/24155610/10-scotia-street-trenton-trenton,219900,10 Scotia Street,"Trenton, Nova Scotia B0K1X0",B0K1X0,MLS  Number: 202204490,4,4,2,Single Family,House,2,Trenton,Freehold,under 1/2 acre,1977,,8 days,,1896,"Stove, Dishwasher, Dryer - Electric, Washer, Refrigerator",Poured Concrete,Detached,,Full (Unfinished),B0K1,B0K,0
